id,id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
1.18897e+18,1.18897e+18,114259013,39.5,-0.39149206,6.0,1.0,2.0,3.0,142.0,4.0,15.0,1.0,3.0,365,365,1.9,365.0,14,30,51,209,22.0,22.0,1.0,1.96,4.91,4.86,4.77,4.95,4.95,4.41,4.73,2.0,2.0,0.0,0.0
1.189e+18,1.189e+18,584234760,39.45806063,-0.371583784,3.0,1.0,2.0,2.0,65.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,18,30,30,262,2.0,2.0,0.0,0.59,5.0,5.0,5.0,5.0,5.0,5.0,4.5,23.0,2.9,0.0,0.0
1.18901e+18,1.18901e+18,584234760,39.45987578,-0.37176264,4.0,1.0,3.0,3.0,75.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,0,23,23,240,3.0,3.0,0.0,0.48,5.0,5.0,4.67,4.8,4.67,5.0,4.33,23.0,2.9,0.0,0.0
1.18901e+18,1.18901e+18,584234760,39.45847916,-0.369680918,2.0,1.0,1.0,1.0,50.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,1,6,36,311,1.0,1.0,0.0,0.34,5.0,5.0,5.0,5.0,5.0,5.0,4.0,23.0,2.9,0.0,0.0
1.18911e+18,1.18911e+18,100725734,39.47445,-0.39413,2.0,1.0,1.0,1.0,202.0,3.0,365.0,3.0,3.0,365,365,3.0,365.0,21,41,67,339,13.0,13.0,1.0,1.12,5.0,4.85,5.0,4.92,5.0,5.0,4.85,2.0,2.0,0.0,0.0
1.18916e+18,1.18916e+18,586289725,39.45227204,-0.368456802,1.0,1.0,1.0,1.0,38.0,2.0,7.0,2.0,2.0,7,7,2.0,7.0,29,59,89,260,22.0,22.0,2.0,2.16,4.91,4.91,4.77,4.91,4.91,4.64,4.95,1.0,0.0,1.0,0.0
1.18958e+18,1.18958e+18,240956310,39.46332124,-0.381156376,2.0,1.0,2.0,2.0,56.0,3.2,365.0,1.9,21.0,1125,1125,4.0,1125.0,5,5,5,46,4.0,4.0,1.0,0.88,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
1.18966e+18,1.18966e+18,586401922,39.48211811,-0.381180191,6.0,1.0,3.0,3.0,114.0,1.0,242.2,1.0,3.0,1125,1125,2.6,1125.0,5,8,19,201,26.0,26.0,2.0,2.25,4.77,4.73,4.69,4.77,4.96,4.81,4.69,1.0,1.0,0.0,0.0
1.18976e+18,1.18976e+18,16770756,39.45534555,-0.370412692,5.0,1.0,3.0,3.0,150.0,11.0,330.0,6.0,22.0,330,330,11.2,330.0,12,28,58,132,1.0,1.0,0.0,0.77,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
1.18996e+18,1.18996e+18,138046711,39.46916802,-0.360420228,2.0,1.0,1.0,1.0,35.0,3.0,180.0,3.0,14.0,180,180,5.9,180.0,0,26,56,100,22.0,22.0,2.0,2.06,4.32,4.27,4.05,4.41,4.59,4.68,4.23,6.0,1.0,0.3,0.0
1.19012e+18,1.19012e+18,507843976,39.47462,-0.38328,5.0,1.0,2.0,2.0,104.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,29,59,89,364,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,16.0,3.0,0.3,0.0
1.19017e+18,1.19017e+18,308826911,39.46762399,-0.328126281,4.0,1.0,1.0,3.0,145.0,3.2,365.0,5.0,4.7,365,365,4.0,365.0,10,24,54,174,2.0,2.0,0.0,0.2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0
1.19058e+18,1.19058e+18,586639584,39.4727102,-0.3295655,1.0,1.0,1.0,1.0,40.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,10,18,18,96,22.0,22.0,1.0,2.32,4.91,4.86,4.91,4.91,5.0,4.82,4.82,1.0,0.0,1.0,0.0
1.19066e+18,1.19066e+18,586669304,39.4865112,-0.3738534,2.0,1.0,1.0,1.0,36.0,1.0,120.0,1.0,1.0,120,120,1.0,120.0,0,3,21,296,22.0,22.0,3.0,2.83,4.82,4.82,4.73,4.86,4.86,4.77,4.77,1.0,0.0,1.0,0.0
1.19097e+18,1.19097e+18,576635947,39.4585243,-0.3618352,2.0,1.0,1.0,1.0,53.0,2.0,365.0,2.0,2.0,365,365,2.0,365.0,23,51,77,339,32.0,32.0,4.0,2.74,4.97,4.88,5.0,4.81,5.0,4.88,4.94,1.0,0.0,1.0,0.0
1.19109e+18,1.19109e+18,13787305,39.4713296,-0.3317334,3.0,1.0,1.0,1.0,104.0,2.0,365.0,2.0,2.0,365,365,2.0,365.0,5,7,11,75,42.0,42.0,5.0,3.77,4.81,4.76,4.86,5.0,4.95,4.45,4.6,5.0,5.0,0.0,0.0
1.19115e+18,1.19115e+18,514226051,39.46139,-0.37475,4.0,1.0,2.0,2.0,104.0,3.2,60.0,1.9,14.0,60,60,14.0,60.0,6,11,11,11,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,13.0,13.0,0.0,0.0
1.1912e+18,1.1912e+18,404136940,39.47101255,-0.377039017,5.0,1.0,2.0,3.0,108.0,3.2,365.0,1.9,20.0,365,365,4.0,365.0,0,0,0,201,4.0,4.0,0.0,0.4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
1.19124e+18,1.19124e+18,114086407,39.4560099,-0.365957297,2.0,1.0,1.0,1.0,53.0,2.0,30.0,2.0,2.0,30,30,2.0,30.0,16,26,56,228,39.0,39.0,4.0,3.34,4.82,4.92,4.79,4.87,4.87,4.72,4.62,1.0,0.0,1.0,0.0
1.19125e+18,1.19125e+18,463552142,39.46911,-0.35476,6.0,1.0,2.0,2.0,70.0,3.2,365.0,1.9,15.0,365,365,15.0,365.0,0,1,9,68,1.0,1.0,0.0,0.15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,9.0,0.0,0.0
1.19128e+18,1.19128e+18,129996041,39.4912152,-0.376085042,3.0,1.0,1.0,2.0,126.0,1.0,365.0,4.0,4.7,999,999,16.7,999.0,23,53,66,66,1.0,1.0,0.0,0.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,0.0,0.0
1.19131e+18,1.19131e+18,129996041,39.49106448,-0.376133254,4.0,1.0,1.0,2.0,126.0,1.0,365.0,4.0,4.7,999,999,16.7,999.0,20,50,63,63,7.0,7.0,0.0,0.63,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,0.0,0.0
1.19131e+18,1.19131e+18,129996041,39.48904411,-0.376342817,4.0,1.0,1.0,2.0,126.0,1.0,365.0,4.0,4.7,999,999,16.7,999.0,20,46,59,59,4.0,4.0,0.0,0.36,4.75,4.75,5.0,4.75,5.0,4.25,4.5,11.0,11.0,0.0,0.0
1.19134e+18,1.19134e+18,247258635,39.47462218,-0.327439056,2.0,1.0,1.0,1.0,142.0,2.0,15.0,2.0,2.0,15,15,2.0,15.0,13,21,41,123,12.0,12.0,2.0,1.15,4.92,5.0,4.92,5.0,5.0,4.92,4.92,1.0,1.0,0.0,0.0
1.19169e+18,1.19169e+18,576234096,39.4572868,-0.3860128,4.0,1.0,1.0,2.0,104.0,1.0,365.0,1.0,2.0,365,365,1.5,365.0,26,56,86,183,29.0,29.0,3.0,3.13,4.66,4.76,4.66,4.72,4.62,4.52,4.55,8.0,3.0,0.3,0.0
1.19169e+18,1.19169e+18,576234096,39.4572868,-0.3860128,3.0,1.0,1.0,3.0,72.0,1.0,365.0,1.0,2.0,365,365,1.5,365.0,24,47,77,177,7.0,7.0,0.0,3.04,4.7,4.8,3.57,4.29,3.86,4.14,3.14,8.0,3.0,0.3,0.0
1.19175e+18,1.19175e+18,576234096,39.4544358,-0.3720449,4.0,1.0,1.0,3.0,32.0,1.0,365.0,1.0,2.0,365,365,1.5,365.0,19,41,69,169,17.0,17.0,2.0,1.88,4.18,4.47,4.35,4.82,4.76,4.47,4.35,8.0,3.0,0.3,0.0
1.19176e+18,1.19176e+18,514226051,39.46305007,-0.376448825,2.0,1.0,0.0,1.0,71.0,11.0,60.0,1.9,11.0,60,60,11.0,60.0,18,22,22,22,1.0,1.0,0.0,0.11,5.0,5.0,5.0,5.0,5.0,5.0,4.0,13.0,13.0,0.0,0.0
1.1918e+18,1.1918e+18,500343338,39.46391,-0.37202,3.0,1.0,1.0,1.0,68.0,11.0,365.0,1.9,4.7,365,365,15.4,365.0,15,45,75,256,6.0,6.0,0.0,0.53,4.67,4.67,4.67,4.83,4.83,4.67,4.33,4.7,2.9,1.0,0.0
1.19186e+18,1.19186e+18,584234760,39.46846,-0.3866,3.0,1.0,0.0,1.0,45.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,7,7,36,311,1.0,1.0,0.0,0.73,4.0,5.0,4.0,5.0,5.0,4.0,4.6,23.0,2.9,0.0,0.0
1.19187e+18,1.19187e+18,584234760,39.47071734,-0.386436933,3.0,1.0,0.0,1.0,48.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,3,33,63,338,2.0,2.0,0.0,0.21,4.0,4.5,5.0,4.0,5.0,4.5,5.0,23.0,2.9,0.0,0.0
1.19188e+18,1.19188e+18,584234760,39.48003118,-0.391753347,3.0,1.0,1.0,2.0,47.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,1,3,21,296,3.0,3.0,0.0,0.31,4.33,4.8,4.33,4.8,4.0,4.33,3.67,23.0,2.9,0.0,0.0
1.19188e+18,1.19188e+18,584234760,39.47928,-0.39321,4.0,1.0,2.0,3.0,74.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,6,13,43,318,2.0,2.0,0.0,0.24,5.0,4.5,4.0,5.0,4.5,4.5,4.5,23.0,2.9,0.0,0.0
1.19199e+18,1.19199e+18,533063658,39.45559693,-0.368445374,6.0,1.0,2.0,3.0,147.0,2.0,14.0,2.0,3.0,1125,1125,2.2,1125.0,9,14,36,239,31.0,31.0,0.0,2.75,4.9,4.84,4.94,4.84,4.97,4.45,4.77,2.0,2.0,0.0,0.0
1.19203e+18,1.19203e+18,576234096,39.4544358,-0.3720449,2.0,1.0,1.0,2.0,28.0,1.0,365.0,1.0,2.0,365,365,1.5,365.0,24,54,84,186,11.0,11.0,1.0,1.05,4.64,4.55,4.64,4.91,4.82,4.55,4.55,8.0,3.0,0.3,0.0
1.19203e+18,1.19203e+18,576234096,39.4544358,-0.3720449,2.0,1.0,1.0,2.0,28.0,1.0,365.0,1.0,2.0,365,365,1.5,365.0,26,56,86,188,10.0,10.0,2.0,0.96,4.2,4.3,4.5,4.9,4.8,4.6,4.2,8.0,3.0,0.3,0.0
1.19205e+18,1.19205e+18,584234760,39.45785937,-0.371846399,3.0,1.0,2.0,2.0,65.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,0,0,0,232,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,23.0,2.9,0.0,0.0
1.19247e+18,1.19247e+18,13364620,39.46053,-0.37325,2.0,1.0,0.0,1.0,111.0,10.0,90.0,1.9,10.0,90,90,10.0,90.0,27,57,70,70,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,1.0,0.0,0.0
1.19252e+18,1.19252e+18,353958389,39.46779,-0.34846,7.0,1.0,1.4,5.0,233.0,2.0,365.0,2.0,2.0,365,365,2.0,365.0,0,1,1,1,1.0,1.0,0.0,0.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0
1.19254e+18,1.19254e+18,214087309,39.4461049,-0.3668089,5.0,1.0,2.0,2.0,127.0,11.0,365.0,1.0,11.0,365,365,10.9,365.0,0,4,22,237,5.0,5.0,0.0,0.49,5.0,5.0,5.0,5.0,5.0,4.6,5.0,11.0,11.0,0.0,0.0
1.19254e+18,1.19254e+18,565658273,39.46028219,-0.38932382,5.0,1.0,2.0,3.0,179.0,1.0,242.2,1.0,5.0,10,1125,2.1,385.7,11,20,37,242,4.0,4.0,0.0,0.38,4.75,5.0,4.75,4.75,4.75,4.75,4.25,5.0,5.0,0.0,0.0
1.19262e+18,1.19262e+18,595963352,39.46049,-0.39016,3.0,1.0,1.0,2.0,115.0,2.0,10.0,1.0,2.0,10,10,1.3,10.0,16,44,74,248,51.0,10.1,1.0,4.5,4.84,4.86,4.78,4.9,4.96,4.73,4.71,3.0,3.0,0.0,0.0
1.19265e+18,1.19265e+18,11048726,39.46292,-0.33281,2.0,1.0,1.0,1.0,39.0,2.0,365.0,2.0,2.0,365,365,2.0,365.0,0,3,19,111,15.0,15.0,2.0,1.31,4.93,4.93,4.93,4.93,5.0,4.93,4.8,2.0,1.0,1.0,0.0
1.19283e+18,1.19283e+18,586433378,39.47043658,-0.377249197,2.0,1.0,1.0,1.0,137.0,1.0,365.0,1.0,10.0,1125,1125,3.3,1125.0,28,58,88,363,40.0,40.0,0.0,3.59,4.73,4.83,4.88,4.63,4.85,4.93,4.8,4.0,0.0,0.3,0.0
1.19284e+18,1.19284e+18,9071713,39.45725722,-0.366033409,4.0,1.0,1.0,2.0,165.0,1.0,10.0,1.0,3.0,10,10,1.3,10.0,17,29,59,71,5.0,5.0,0.0,0.48,5.0,5.0,5.0,5.0,5.0,4.2,4.6,1.0,1.0,0.0,0.0
1.19292e+18,1.19292e+18,586433378,39.4705952,-0.3776918,2.0,1.0,1.0,1.0,129.0,1.0,365.0,1.0,10.0,1125,1125,3.3,1125.0,21,51,81,353,2.0,2.0,0.0,0.19,4.0,4.0,4.5,4.0,4.5,3.5,4.0,4.0,0.0,0.3,0.0
1.19293e+18,1.19293e+18,586433378,39.4705952,-0.3776918,3.0,1.0,1.0,2.0,160.0,1.0,365.0,1.0,10.0,1125,1125,3.3,1125.0,26,56,86,361,25.0,25.0,1.0,2.19,4.88,4.92,4.96,4.88,4.92,4.96,4.96,4.0,0.0,0.3,0.0
1.19293e+18,1.19293e+18,586433378,39.4705952,-0.3776918,3.0,1.0,1.0,2.0,152.0,1.0,365.0,1.0,10.0,1125,1125,3.3,1125.0,21,48,78,353,10.0,10.0,0.0,0.9,4.9,4.9,4.7,4.8,4.7,5.0,5.0,4.0,0.0,0.3,0.0
1.1936e+18,1.1936e+18,416617619,39.44625734,-0.333666015,6.0,1.0,3.0,3.0,108.0,6.0,365.0,6.0,6.0,365,365,6.0,365.0,14,22,34,119,6.0,6.0,1.0,0.58,4.83,4.67,4.83,5.0,4.83,4.5,4.67,2.0,2.0,0.0,0.0
1.19395e+18,1.19395e+18,97229818,39.46364969,-0.339866131,3.0,1.0,1.0,2.0,141.0,1.0,242.2,2.0,4.0,1125,1125,3.1,1125.0,8,23,40,311,3.0,3.0,0.0,0.72,4.33,5.0,4.67,4.67,4.67,4.33,5.0,4.7,2.9,0.0,0.0
1.194e+18,1.194e+18,206492919,39.46444948,-0.343377205,3.0,1.0,1.0,2.0,77.0,3.0,365.0,2.0,3.0,365,365,3.0,365.0,27,57,87,358,2.0,2.0,0.0,0.22,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2.0,0.0,2.0,0.0
1.19403e+18,1.19403e+18,18463780,39.47531043,-0.379364178,2.0,1.0,0.0,1.0,87.0,3.2,300.0,2.0,3.0,300,300,2.0,300.0,8,22,25,85,32.0,32.0,3.0,2.9,4.66,4.78,4.69,4.94,4.81,4.91,4.56,11.0,11.0,0.0,0.0
1.19411e+18,1.19411e+18,582075092,39.5,-0.38753,5.0,1.0,3.0,2.0,104.0,11.0,365.0,1.9,11.0,365,365,11.0,365.0,0,0,24,207,6.0,6.0,0.0,0.57,4.33,4.17,3.83,4.83,4.5,4.33,4.0,2.0,2.0,0.0,0.0
1.19411e+18,1.19411e+18,5478245,39.4781107,-0.3784699,4.0,1.0,1.0,2.0,149.0,1.0,365.0,1.0,2.0,1125,1125,1.0,1125.0,10,22,33,295,6.0,6.0,0.0,0.66,4.5,4.67,4.83,4.5,4.5,4.67,4.5,3.0,3.0,0.0,0.0
1.19412e+18,1.19412e+18,5478245,39.4781107,-0.3784699,4.0,1.0,1.0,1.0,136.0,1.0,365.0,1.0,2.0,1125,1125,1.0,1125.0,5,23,39,110,6.0,6.0,0.0,0.65,5.0,5.0,4.83,4.83,4.83,5.0,4.83,3.0,3.0,0.0,0.0
1.19416e+18,1.19416e+18,567072872,39.45436776,-0.383756049,2.0,1.0,1.0,2.0,43.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,19,49,79,79,9.0,9.0,0.0,0.79,4.56,4.56,4.78,4.67,4.78,4.44,4.56,1.0,0.0,1.0,0.0
1.19419e+18,1.19419e+18,587704707,39.4693973,-0.3937947,3.0,1.0,1.0,1.0,45.0,1.0,15.0,1.0,1.0,15,15,1.0,15.0,11,17,17,17,48.0,48.0,1.0,4.38,4.79,4.85,4.81,4.94,4.83,4.67,4.73,1.0,0.0,1.0,0.0
1.19437e+18,1.19437e+18,574646118,39.45098668,-0.363817455,4.0,1.0,1.0,2.0,101.4,3.0,90.0,1.0,3.0,365,365,3.0,365.0,2,3,19,248,16.0,16.0,0.0,1.4,5.0,4.94,5.0,4.88,4.94,4.63,4.63,3.0,3.0,0.0,0.0
1.19488e+18,1.19488e+18,48700744,39.46047025,-0.351771042,6.0,1.0,2.0,3.0,225.0,4.0,80.0,4.0,4.0,80,80,4.0,80.0,8,24,54,54,3.0,3.0,0.0,0.28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
1.19491e+18,1.19491e+18,247368464,39.47348,-0.34031,2.0,1.0,1.0,1.0,75.0,6.0,270.0,1.0,6.0,1125,1125,5.1,1125.0,18,47,77,77,11.0,11.0,3.0,1.38,5.0,5.0,5.0,4.91,5.0,4.91,5.0,1.0,1.0,0.0,0.0
1.19544e+18,1.19544e+18,75868914,39.4613525,-0.388495162,4.0,1.0,1.0,2.0,117.0,1.0,10.0,1.0,4.0,10,10,1.4,10.0,10,37,67,158,28.0,28.0,5.0,2.94,5.0,5.0,5.0,5.0,5.0,4.86,4.96,3.0,3.0,0.0,0.0
1.1955e+18,1.1955e+18,190099397,39.45718786,-0.359788987,2.0,1.0,0.0,1.0,118.0,4.0,60.0,1.0,4.0,60,60,4.0,60.0,15,42,72,83,20.0,20.0,1.0,1.76,4.8,4.95,4.95,4.85,4.9,4.85,4.85,6.0,6.0,0.0,0.0
1.1956e+18,1.1956e+18,553172241,39.45350637,-0.372335551,4.0,1.0,1.0,2.0,80.0,4.0,10.0,4.0,4.0,1125,1125,4.0,1125.0,11,17,47,133,2.0,2.0,0.0,0.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0
1.19577e+18,1.19577e+18,190099397,39.45671,-0.35963,2.0,1.0,0.0,1.0,121.0,4.0,60.0,1.0,4.0,60,60,4.0,60.0,10,33,63,74,21.0,21.0,0.0,1.84,4.81,4.81,4.95,4.86,5.0,4.9,4.67,6.0,6.0,0.0,0.0
1.19641e+18,1.19641e+18,584797254,39.47803,-0.37709,2.0,1.0,1.0,1.0,89.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,6,16,22,28,42.0,42.0,4.0,3.68,4.69,4.6,4.71,4.81,4.93,4.86,4.38,4.0,4.0,0.0,0.0
1.19652e+18,1.19652e+18,584797254,39.47774879,-0.377240979,3.0,1.0,1.0,2.0,128.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,1,5,20,26,43.0,43.0,1.0,4.57,4.86,4.91,4.95,4.86,5.0,4.91,4.91,4.0,4.0,0.0,0.0
1.19654e+18,1.19654e+18,584797254,39.47843,-0.37669,4.0,1.0,1.0,2.0,120.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,5,8,12,17,48.0,48.0,1.0,5.05,4.96,4.94,4.92,4.81,4.94,4.9,4.85,4.0,4.0,0.0,0.0
1.19676e+18,1.19676e+18,16698394,39.5,-0.32282,5.0,1.0,3.0,3.0,150.0,3.2,500.0,1.9,4.7,500,500,4.0,500.0,23,53,83,358,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,1.0,0.0,0.0
1.19683e+18,1.19683e+18,51496571,39.4805233,-0.327373264,2.0,1.0,3.0,1.0,100.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,19,49,68,248,2.0,2.0,0.0,0.19,4.5,4.5,4.5,4.5,4.5,4.5,4.5,1.0,0.0,1.0,0.0
1.1969e+18,1.1969e+18,62373530,39.45227,-0.37289,2.0,1.0,1.0,1.0,31.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,1,9,33,293,33.0,33.0,1.0,3.0,4.55,4.7,4.82,4.67,4.58,4.7,4.55,1.0,0.0,1.0,0.0
1.19693e+18,1.19693e+18,22187544,39.47433,-0.37077,3.0,1.0,2.0,2.0,120.0,4.0,7.0,3.0,4.0,7,7,4.0,7.0,2,2,2,73,3.0,3.0,0.0,0.29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,0.0
1.19694e+18,1.19694e+18,581151599,39.468091,-0.402611,1.0,1.0,1.0,1.0,35.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,29,59,89,364,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,0.0,1.0,0.0
1.19702e+18,1.19702e+18,5368628,39.47311,-0.33375,3.3,1.0,1.4,4.0,193.0,6.0,62.0,6.0,6.0,62,62,6.0,62.0,18,33,41,41,4.0,4.0,0.0,0.38,4.75,5.0,4.75,4.75,5.0,5.0,4.75,1.0,1.0,0.0,0.0
1.19708e+18,1.19708e+18,500343338,39.46304773,-0.371358817,3.0,1.0,1.0,1.0,84.0,11.0,365.0,1.9,11.0,365,365,11.0,365.0,0,0,18,199,6.0,6.0,0.0,0.55,3.67,4.17,4.7,3.83,4.83,4.5,3.83,4.7,2.9,1.0,0.0
1.1971e+18,1.1971e+18,37921018,39.47153,-0.35407,3.3,1.0,1.4,5.0,101.4,6.0,365.0,1.0,6.0,365,365,5.9,365.0,7,7,14,14,3.0,3.0,0.0,0.29,5.0,4.67,5.0,5.0,5.0,4.33,5.0,3.0,3.0,0.0,0.0
1.19711e+18,1.19711e+18,190099397,39.45784,-0.35916,4.0,1.0,1.0,2.0,147.0,4.0,365.0,4.0,11.0,365,365,4.9,365.0,5,22,52,63,22.0,22.0,0.0,1.94,4.86,4.91,4.86,4.82,5.0,4.86,4.68,6.0,6.0,0.0,0.0
1.19716e+18,1.19716e+18,588626018,39.46389041,-0.331928214,3.0,1.0,1.0,2.0,105.0,1.0,10.0,1.0,3.0,10,10,1.4,10.0,20,34,47,47,17.0,17.0,2.0,1.59,4.53,4.53,4.65,4.76,4.88,4.59,4.06,1.0,1.0,0.0,0.0
1.19721e+18,1.19721e+18,522205233,39.5,-0.394559652,3.3,1.0,3.0,4.0,101.4,1.0,365.0,1.0,2.0,365,365,1.0,365.0,6,8,15,195,3.0,3.0,0.0,0.27,4.67,5.0,4.67,5.0,5.0,4.7,4.33,6.0,6.0,0.0,0.0
1.19728e+18,1.19728e+18,4708020,39.47563176,-0.382729193,4.0,1.0,1.0,1.0,119.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,28,58,88,363,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,8.0,8.0,0.0,0.0
1.19729e+18,1.19729e+18,4708020,39.47560973,-0.382657619,4.0,1.0,1.0,2.0,104.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,25,55,85,357,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,8.0,8.0,0.0,0.0
1.19731e+18,1.19731e+18,1801847,39.4645683,-0.3690795,2.0,1.0,1.0,1.0,76.0,3.2,90.0,1.9,12.0,1125,1125,12.0,1125.0,0,3,8,145,44.0,44.0,5.0,4.15,4.84,4.93,4.84,4.93,5.0,5.0,4.8,1.0,1.0,0.0,0.0
1.19758e+18,1.19758e+18,456098333,39.5,-0.4,3.3,1.0,1.4,5.0,64.0,3.2,330.0,1.9,4.7,330,330,4.0,330.0,0,0,17,292,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,9.0,9.0,0.0,0.0
1.1976e+18,1.1976e+18,4708020,39.47549,-0.381,4.0,1.0,1.0,2.0,104.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,28,58,88,358,1.0,1.0,0.0,0.09,4.0,4.0,4.0,5.0,5.0,5.0,4.6,8.0,8.0,0.0,0.0
1.19772e+18,1.19772e+18,246047240,39.492241,-0.3767018,4.0,1.0,0.0,2.0,90.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,28,57,87,353,11.0,11.0,0.0,1.09,4.18,4.27,3.91,4.64,4.91,4.0,4.09,1.0,1.0,0.0,0.0
1.19778e+18,1.19778e+18,8702274,39.46822,-0.32864,2.0,1.0,1.0,2.0,138.0,4.0,45.0,4.0,4.0,45,45,4.0,45.0,18,35,58,234,2.0,2.0,1.0,0.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
1.19797e+18,1.19797e+18,80869460,39.47075,-0.38807,5.0,1.0,3.0,4.0,93.0,2.0,365.0,2.0,4.0,365,365,2.5,365.0,21,36,58,58,32.0,32.0,4.0,3.03,4.59,4.75,4.31,4.88,4.84,4.72,4.5,25.0,2.9,2.0,0.0
1.1984e+18,1.1984e+18,589048588,39.46466835,-0.354681908,5.0,1.0,3.0,3.0,101.4,1.0,365.0,3.0,4.7,999,999,17.0,999.0,10,10,10,10,18.0,18.0,1.0,1.64,4.67,4.61,4.72,4.78,4.89,4.5,4.33,1.0,1.0,0.0,0.0
1.19842e+18,1.19842e+18,505036561,39.46612,-0.34767,2.0,1.0,1.0,1.0,105.0,1.0,242.2,1.0,4.0,10,1125,2.7,620.9,17,38,68,155,21.0,21.0,0.0,1.85,4.62,4.81,4.86,4.76,4.95,4.52,4.62,4.7,2.9,0.0,0.0
1.19844e+18,1.19844e+18,589067628,39.45036664,-0.335754964,4.0,1.0,2.0,2.0,104.0,3.0,365.0,3.0,3.0,365,365,3.0,365.0,11,18,37,304,37.0,37.0,3.0,3.33,4.76,4.78,4.81,4.92,4.95,4.35,4.73,1.0,1.0,0.0,0.0
1.19847e+18,1.19847e+18,99256346,39.46594,-0.33011,3.0,1.0,1.0,1.0,54.0,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,7,17,39,306,40.0,40.0,1.0,3.58,4.73,4.65,4.43,4.85,4.83,4.83,4.6,1.0,0.0,1.0,0.0
1.1985e+18,1.1985e+18,396363,39.46167309,-0.363212651,5.0,1.0,2.0,2.0,99.0,3.2,242.2,1.9,4.7,1125,1125,4.0,1125.0,22,27,57,253,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,1.0,0.0,0.0
1.1985e+18,1.1985e+18,505036561,39.45849657,-0.384168814,2.0,1.0,1.0,1.0,94.0,1.0,242.2,1.0,4.0,10,1125,2.7,620.6,25,48,72,154,37.0,37.0,4.0,3.68,4.81,4.92,4.86,4.89,4.86,4.38,4.7,4.7,2.9,0.0,0.0
